Numero reference FREE	<RT951113>										
Prestation	MT1234										
Numero Requisitionne	33654342234										
Date de la requisition	2020-03-23 15h05m50s										
Debut de la Fadet	2019-12-01 11h11m11s										
Fin de la Fadet	2020-02-20 23h59m59s										
Nombre d'appels/sms/mms listes	667										
											
msisdn cible	type d'appel	complement type d'appel	sens d'appel	correspondant	renvoi	date	heure	duree(s)	sms status	imei cible	imsi cible
33654342234	VOIX		emis	33697831549		06/12/2019	16:06:06	295		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		06/12/2019	16:10:28	106		3,56779E+14	2,08911E+14
33654342234	LOC			6789726f6e6f996f7374		06/12/2019	17:06:12				2,08911E+14
33654342234	LOC			33775199586		06/12/2019	19:22:09				2,08911E+14
33654342234	VOIX		emis	33775199586		06/12/2019	19:22:23	257		3,56779E+14	2,08911E+14
33654342234	LOC			33775199586		06/12/2019	19:27:45				2,08911E+14
33654342234	LOC			33775199586		06/12/2019	19:27:26				2,08911E+14
33654342234	LOC			33775199586		06/12/2019	19:29:16				2,08911E+14
33654342234	LOC			33775199586		06/12/2019	19:29:18				2,08911E+14
33654342234	LOC			33775199586		06/12/2019	19:42:04				2,08911E+14
33654342234	VOIX		emis	33697831549		07/12/2019	09:23:25	136			2,08911E+14
33654342234	VOIX		emis	33656780789		07/12/2019	10:02:20	24		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		07/12/2019	10:22:25	74		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33650679974		07/12/2019	10:29:44	176		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33656780789		07/12/2019	12:13:45	33		3,56779E+14	
33654342234	VOIX		emis	33678901234		07/12/2019	11:27:26	5		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33775199586		07/12/2019	16:41:04	80		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33775199586		07/12/2019	16:21:11	4		3,56779E+14	2,08911E+14
33654342234	LOC			33775199586		07/12/2019	16:41:05				2,08911E+14
33654342234	SMS		emis	33775199586		07/12/2019	16:41:05		1		2,08911E+14
33654342234	VOIX		emis	33769346987		07/12/2019	16:49:41	376		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33775199586		07/12/2019	19:49:21	31		3,56779E+14	
33654342234	VOIX		emis	33769346987		07/12/2019	17:40:43	66		3,56779E+14	
33654342234	VOIX		emis	33775199586		07/12/2019	17:11:23	12		3,56779E+14	
33654342234	SMS		emis	33775199586		07/12/2019	17:06:21		1		2,08911E+14
33654342234	VOIX		emis	33678901234		07/12/2019	17:42:10	85		3,56779E+14	2,08911E+14
33654342234	LOC			33775199586		08/12/2019	09:49:42				2,08911E+14
33654342234	VOIX		emis	33678901234		08/12/2019	12:10:43	29		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		08/12/2019	12:29:23	137		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		08/12/2019	12:29:40	4		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		08/12/2019	12:27:15	7		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33656716461		08/12/2019	11:02:43	50		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33656716461		08/12/2019	11:07:06	11		3,56779E+14	2,08911E+14
33654342234	LOC			33697831549		08/12/2019	16:02:46				2,08911E+14
33654342234	VOIX		emis	33697831549		08/12/2019	16:02:24	21		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33769346987		08/12/2019	19:02:28	7		3,56779E+14	2,08911E+14
33654342234	SMS	mevo	emis	33769346987		08/12/2019	19:01:21		1		
33654342234	VOIX		emis	33769346987		08/12/2019	19:03:07	22		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33769346987		08/12/2019	19:42:14	22		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33769346987		08/12/2019	19:46:41	3		3,56779E+14	
33654342234	VOIX		emis	33769346987		08/12/2019	19:47:05	6		3,56779E+14	
33654342234	VOIX		emis	33689381111		09/12/2019	10:23:45	337		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		09/12/2019	12:41:24	75		3,56779E+14	
33654342234	VOIX		emis	33689381111		09/12/2019	12:21:23	221		3,56779E+14	
33654342234	VOIX		emis	33678901234		09/12/2019	12:23:20	69		3,56779E+14	
33654342234	VOIX		emis	33697831549		09/12/2019	11:40:09	107		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		09/12/2019	11:47:48	138		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		09/12/2019	13:01:21	61		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		09/12/2019	13:47:44	82		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		09/12/2019	13:49:47	15		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		09/12/2019	13:21:47	16		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33751519782		09/12/2019	17:10:15	120		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		09/12/2019	19:46:44	9		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		09/12/2019	17:46:27	38			2,08911E+14
33654342234	VOIX		emis	33678901234		09/12/2019	17:12:29	98		3,56779E+14	
33654342234	VOIX		emis	33678901234		09/12/2019	17:47:47	8		3,56779E+14	
33654342234	VOIX		emis	33751519782		09/12/2019	19:12:08	172		3,56779E+14	
33654342234	VOIX		emis	33678901234		09/12/2019	19:49:27	6		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		09/12/2019	19:40:47	23		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33751519782		09/12/2019	20:40:40	119		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		10/12/2019	07:49:10	13		3,56779E+14	2,08911E+14
33654342234	SMS	mevo	emis	33697831549		10/12/2019	07:49:23		1		
33654342234	VOIX		emis	33751519782		10/12/2019	07:22:20	48		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33751519782		10/12/2019	13:22:40	11		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33751519782		10/12/2019	13:22:12	12		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		10/12/2019	16:42:46	11		3,56779E+14	2,08911E+14
33654342234	LOC			33751519782		10/12/2019	17:22:41				2,08911E+14
33654342234	VOIX		emis	33751519782		10/12/2019	20:27:23	43		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33751519782		10/12/2019	22:19:49	240		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33622286194		11/12/2019	19:01:28	65		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		11/12/2019	20:16:03	8		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		12/12/2019	09:27:42	4		3,56779E+14	2,08911E+14
33654342234	SMS	mevo	emis	33697831549		12/12/2019	09:27:07		1		
33654342234	VOIX		emis	33753014725		12/12/2019	10:22:47	179		3,56779E+14	
33654342234	VOIX		emis	33656780789		12/12/2019	12:46:42	36		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33656780789		12/12/2019	12:27:40	13		3,56779E+14	2,08911E+14
33654342234	LOC			33674642237		12/12/2019	12:27:12				2,08911E+14
33654342234	VOIX		emis	33674642237		12/12/2019	12:29:10	24		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33753014725		12/12/2019	12:49:02	23		3,56779E+14	
33654342234	VOIX		emis	33753014725		12/12/2019	12:21:14	13		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33753014725		12/12/2019	12:26:47	8		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33616381195		12/12/2019	16:49:47	123		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33616381195		12/12/2019	16:42:13	127		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		12/12/2019	16:26:49	155		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		12/12/2019	16:42:19	119		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		12/12/2019	17:42:09	30		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		12/12/2019	17:22:18	7		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		12/12/2019	17:21:03	29		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		12/12/2019	17:29:47	5		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		12/12/2019	17:27:13	10		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		12/12/2019	19:47:48	246		3,56779E+14	2,08911E+14
33654342234	SMS		emis	3,80677E+11		13/12/2019	12:10:46		1		2,08911E+14
33654342234	SMS		emis	3,80677E+11		13/12/2019	12:10:46		1		2,08911E+14
33654342234	SMS		emis	3,80677E+11		13/12/2019	12:10:46		1		2,08911E+14
33654342234	VOIX		emis	33697831549		13/12/2019	12:41:47	4		3,56779E+14	2,08911E+14
33654342234	SMS	mevo	emis	33697831549		13/12/2019	12:41:44		1		
33654342234	VOIX		emis	33697831549		13/12/2019	12:26:02	6		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		13/12/2019	12:27:49	7		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33681025618		13/12/2019	13:26:45	27		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		13/12/2019	17:41:19	17		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		13/12/2019	17:41:27	165		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	MEVO		14/12/2019	10:49:45	23		3,56779E+14	2,08911E+14
33654342234	LOC			MEVO		14/12/2019	10:49:43				2,08911E+14
33654342234	VOIX		emis	33622659542		14/12/2019	10:20:04	199		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		14/12/2019	10:21:13	6		3,56779E+14	2,08911E+14
33654342234	SMS	mevo	emis	33697831549		14/12/2019	10:21:24		1		
33654342234	VOIX		emis	33781773072		14/12/2019	12:26:47	132		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33622659542		14/12/2019	12:02:20	125		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		14/12/2019	16:42:49	27		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		14/12/2019	16:09:11	83		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		14/12/2019	17:16:24	137		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		15/12/2019	12:46:11	211		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33769346987		15/12/2019	11:26:27	21			2,08911E+14
33654342234	VOIX		emis	MEVO		15/12/2019	17:49:46	38		3,56779E+14	
33654342234	VOIX		emis	33622659542		15/12/2019	17:47:28	46		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		15/12/2019	22:12:20	294		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		16/12/2019	10:29:45	56		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33656780789		16/12/2019	16:11:19	14		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		16/12/2019	17:01:20	3			2,08911E+14
33654342234	SMS	mevo	emis	33697831549		16/12/2019	17:03:12		1		
33654342234	VOIX		emis	33697831549		16/12/2019	17:03:47	24			2,08911E+14
33654342234	VOIX		emis	33493160260		16/12/2019	20:07:28	47		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		16/12/2019	20:07:26	97		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		17/12/2019	11:41:21	3		3,56779E+14	2,08911E+14
33654342234	SMS	mevo	emis	33697831549		17/12/2019	11:41:42		1		
33654342234	VOIX		emis	33493566564		17/12/2019	16:09:06	114		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33493566564		17/12/2019	16:12:29	46		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33492477190		17/12/2019	16:16:04	23		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		17/12/2019	16:17:14	26		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		17/12/2019	16:29:25	1			2,08911E+14
33654342234	VOIX		emis	33697831549		17/12/2019	16:41:43	11		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		17/12/2019	17:42:24	7		3,56779E+14	
33654342234	VOIX		emis	33697831549		17/12/2019	19:22:41	121		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		18/12/2019	19:13:42	135		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		19/12/2019	07:49:41	34		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		19/12/2019	07:41:12	99		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		19/12/2019	07:27:06	29		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		19/12/2019	11:46:44	166		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		19/12/2019	13:43:43	18		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		19/12/2019	13:47:06	118		3,56779E+14	2,08911E+14
33654342234	LOC			MEVO		19/12/2019	13:49:29				2,08911E+14
33654342234	VOIX		emis	MEVO		19/12/2019	13:20:23	20		3,56779E+14	2,08911E+14
33654342234	LOC			MEVO		19/12/2019	13:20:44				2,08911E+14
33654342234	VOIX		emis	33622286194		19/12/2019	13:22:05	610		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33656780789		19/12/2019	16:42:49	34		3,56779E+14	2,08911E+14
33654342234	SMS		emis	33656780789		19/12/2019	16:46:40		1		2,08911E+14
33654342234	VOIX		emis	33678901234		19/12/2019	17:12:29	10		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		19/12/2019	17:07:43	40		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		19/12/2019	17:41:17	105		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		19/12/2019	17:41:49	21		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		19/12/2019	19:23:43	58			2,08911E+14
33654342234	VOIX		emis	33678901234		19/12/2019	20:16:28	24		3,56779E+14	
33654342234	VOIX		emis	33678901234		19/12/2019	20:22:21	11			2,08911E+14
33654342234	VOIX		emis	33697831549		19/12/2019	22:46:07	1111		3,56779E+14	2,08911E+14
33654342234	SMS		emis	33697831549		20/12/2019	09:10:41		1		2,08911E+14
33654342234	VOIX		emis	33689381111		20/12/2019	10:22:28	8		3,56779E+14	
33654342234	VOIX		emis	33689381111		20/12/2019	10:43:40	9		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		20/12/2019	12:41:07	56		3,56779E+14	
33654342234	VOIX		emis	33697831549		20/12/2019	12:19:03	8		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		20/12/2019	12:26:26	56		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		20/12/2019	16:47:19	49		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		20/12/2019	16:49:26	35		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33624444081		20/12/2019	16:20:15	325		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		20/12/2019	17:17:24	68		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		20/12/2019	17:02:05	56		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		20/12/2019	17:47:18	21		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		21/12/2019	07:47:46	140		3,56779E+14	
33654342234	VOIX		emis	33689381111		21/12/2019	09:13:23	40		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		21/12/2019	09:27:28	10		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		21/12/2019	09:27:40	162		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		21/12/2019	10:07:44	3		3,56779E+14	2,08911E+14
33654342234	SMS	mevo	emis	33697831549		21/12/2019	10:09:07		1		
33654342234	LOC			33697831549		21/12/2019	12:22:17				2,08911E+14
33654342234	LOC			464c59		21/12/2019	13:02:42				2,08911E+14
33654342234	VOIX		emis	33753014725		21/12/2019	17:47:28	12		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33753014725		21/12/2019	17:40:04	61		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		21/12/2019	19:26:11	99		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		21/12/2019	22:21:44	292		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		22/12/2019	10:40:15	34		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		22/12/2019	10:41:46	2		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		22/12/2019	12:02:47	19		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		22/12/2019	13:22:49	58		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		22/12/2019	17:01:22	53		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		23/12/2019	07:29:43	55		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		23/12/2019	09:46:45	15		3,56779E+14	
33654342234	VOIX		emis	33689381111		23/12/2019	12:12:03	208		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		23/12/2019	13:26:10	109		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		23/12/2019	16:21:15	64		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33751519782		23/12/2019	16:22:11	35			2,08911E+14
33654342234	VOIX		emis	33751519782		23/12/2019	16:26:04	27			2,08911E+14
33654342234	VOIX		emis	33751519782		23/12/2019	16:46:15	5			2,08911E+14
33654342234	VOIX		emis	33753014725		23/12/2019	16:41:25	63			2,08911E+14
33654342234	VOIX		emis	33751519782		23/12/2019	16:47:14	36			2,08911E+14
33654342234	VOIX		emis	33751519782		23/12/2019	17:20:07	209		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33751519782		23/12/2019	17:02:27	289		3,56779E+14	
33654342234	VOIX		emis	33769346987		24/12/2019	12:10:24	83		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33769346987		24/12/2019	12:22:11	27		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	3,80677E+11		24/12/2019	12:07:48	21		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33674642237		24/12/2019	16:23:25	74		3,56779E+14	
33654342234	VOIX		emis	33769346987		24/12/2019	16:22:46	76		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33769346987		24/12/2019	22:06:40	22		3,56779E+14	2,08911E+14
33654342234	SMS		emis	33697831549		25/12/2019	13:27:28		1		2,08911E+14
33654342234	SMS		emis	33697831549		25/12/2019	13:29:11		1		2,08911E+14
33654342234	SMS		emis	33697831549		25/12/2019	13:29:18		1		2,08911E+14
33654342234	VOIX		emis	33689381111		26/12/2019	12:16:28	132		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		26/12/2019	12:22:21	3		3,56779E+14	2,08911E+14
33654342234	SMS	mevo	emis	33697831549		26/12/2019	12:22:28		1		
33654342234	VOIX		emis	33697831549		26/12/2019	12:22:43	18		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33612347186		26/12/2019	12:23:26	72		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33616381195		26/12/2019	12:26:02	174		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		26/12/2019	12:29:21	20		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		26/12/2019	12:42:16	256		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		26/12/2019	13:22:20	51		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33622659542		26/12/2019	13:26:43	173		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		26/12/2019	16:12:24	33		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33616381195		26/12/2019	16:16:45	111		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33622659542		26/12/2019	16:20:29	434		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		26/12/2019	16:49:01	90		3,56779E+14	
33654342234	VOIX		emis	33678901234		26/12/2019	17:46:13	49		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		27/12/2019	12:42:18	13		3,56779E+14	2,08911E+14
33654342234	SMS	mevo	emis	33697831549		27/12/2019	12:42:20		1		
33654342234	VOIX		emis	33697831549		27/12/2019	12:41:24	2		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		27/12/2019	20:13:13	42		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33612347186		28/12/2019	12:41:44	365		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		28/12/2019	11:20:48	201		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		28/12/2019	16:16:25	33		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		28/12/2019	17:22:48	5		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		28/12/2019	17:21:42	2		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		29/12/2019	16:41:05	99		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	MEVO		29/12/2019	16:46:28	42		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	MEVO		29/12/2019	17:09:45	116		3,56779E+14	2,08911E+14
33654342234	LOC			MEVO		29/12/2019	17:07:45				2,08911E+14
33654342234	VOIX		emis	33697831549		29/12/2019	19:29:23	325		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	MEVO		29/12/2019	20:22:20	101		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		30/12/2019	11:42:19	47		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		30/12/2019	11:26:45	14		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		30/12/2019	07:20:43	115		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		30/12/2019	10:27:48	14			2,08911E+14
33654342234	VOIX		emis	33697831549		30/12/2019	16:11:08	79		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		30/12/2019	16:42:26	102		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		30/12/2019	16:47:46	51		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		30/12/2019	16:49:26	48		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		30/12/2019	16:43:27	68		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		30/12/2019	19:42:29	3		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		30/12/2019	19:42:26	13		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		30/12/2019	19:49:44	3		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		30/12/2019	17:40:01	38		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		30/12/2019	17:03:42	55		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		30/12/2019	17:21:47	35			2,08911E+14
33654342234	VOIX		emis	33697831549		30/12/2019	19:06:40	26		3,56779E+14	
33654342234	VOIX		emis	33656780789		30/12/2019	20:41:27	151		3,56779E+14	2,08911E+14
33654342234	SMS	otad	emis	2043		31/12/2019	11:16:15		1		2,08911E+14
33654342234	VOIX		emis	MEVO		31/12/2019	10:16:26	25		3,56779E+14	2,08911E+14
33654342234	LOC			MEVO		31/12/2019	10:17:07				2,08911E+14
33654342234	VOIX		emis	33697831549		31/12/2019	10:19:41	155		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		31/12/2019	12:11:49	13		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		31/12/2019	12:26:23	17		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33769346987		31/12/2019	12:27:41	117		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		31/12/2019	11:42:26	5		3,56779E+14	
33654342234	VOIX		emis	33697831549		31/12/2019	21:06:09	4		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		31/12/2019	21:06:20	29		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		01/01/2020	07:29:25	3		3,56779E+14	2,08911E+14
